sitio;inventario;arboles;variable;anova_p;tukey_variable;tukey_p;bartlett_p
Sanpablo;3;Pinus pinaster;Dgdc;0,069808415639153007;D-A;3,21453264809918e-01;0,9218671838200332
Sanpablo;3;Pinus pinaster;Dgdc;0,069808415639153007;E-A;5,97594619086516e-02;0,9218671838200332
Sanpablo;3;Pinus pinaster;Dgdc;0,069808415639153007;E-D;4,26787805417619e-01;0,9218671838200332
Sanpablo;3;Pinus pinaster;Hgdc;0,926732304073637936;D-A;9,99405027450690e-01;0,6276986874507413
Sanpablo;3;Pinus pinaster;Hgdc;0,926732304073637936;E-A;9,33557264865036e-01;0,6276986874507413
Sanpablo;3;Pinus pinaster;Hgdc;0,926732304073637936;E-D;9,44839919053805e-01;0,6276986874507413
Sanpablo;3;Pinus pinaster;ABdc;0,000114683922872234;D-A;1,67936285869552e-03;0,6521253035782656
Sanpablo;3;Pinus pinaster;ABdc;0,000114683922872234;E-A;9,30800112259877e-05;0,6521253035782656
Sanpablo;3;Pinus pinaster;ABdc;0,000114683922872234;E-D;1,09894836473463e-02;0,6521253035782656
Sanpablo;3;Pinus pinaster;Vdc;0,002779306304680259;D-A;2,52795272760328e-02;0,1862499528349912
Sanpablo;3;Pinus pinaster;Vdc;0,002779306304680259;E-A;2,31308054427315e-03;0,1862499528349912
Sanpablo;3;Pinus pinaster;Vdc;0,002779306304680259;E-D;1,19838240029260e-01;0,1862499528349912
Sanpablo;3;Pinus pinaster;WdcT;0,042829231789803850;D-A;1,40961855878202e-01;0,6987132728211438
Sanpablo;3;Pinus pinaster;WdcT;0,042829231789803850;E-A;3,94528314854442e-02;0,6987132728211438
Sanpablo;3;Pinus pinaster;WdcT;0,042829231789803850;E-D;5,94935665310263e-01;0,6987132728211438
Sanpablo;3;Quercus pirenaica;Ndc;0,799809330927867101;D-A;8,00238051484066e-01;0,7813921506335153
Sanpablo;3;Quercus pirenaica;Ndc;0,799809330927867101;E-A;8,71583870548645e-01;0,7813921506335153
Sanpablo;3;Quercus pirenaica;Ndc;0,799809330927867101;E-D;9,88830904907331e-01;0,7813921506335153
Sanpablo;3;Quercus pirenaica;Dgdc;0,525659053365416296;D-A;6,91193926777404e-01;0,3337458891634266
Sanpablo;3;Quercus pirenaica;Dgdc;0,525659053365416296;E-A;5,17550201995674e-01;0,3337458891634266
Sanpablo;3;Quercus pirenaica;Dgdc;0,525659053365416296;E-D;9,48054237255921e-01;0,3337458891634266
Sanpablo;3;Quercus pirenaica;Hgdc;0,099104689387890688;D-A;2,44525317545677e-01;0,2023788068470116
Sanpablo;3;Quercus pirenaica;Hgdc;0,099104689387890688;E-A;9,35889174596954e-02;0,2023788068470116
Sanpablo;3;Quercus pirenaica;Hgdc;0,099104689387890688;E-D;7,40511689927951e-01;0,2023788068470116
Sanpablo;3;Quercus pirenaica;ABdc;0,421712322493051739;D-A;4,51126962041134e-01;0,6000508621394087
Sanpablo;3;Quercus pirenaica;ABdc;0,421712322493051739;E-A;5,21356699405781e-01;0,6000508621394087
Sanpablo;3;Quercus pirenaica;ABdc;0,421712322493051739;E-D;9,89607580120978e-01;0,6000508621394087
Sanpablo;3;Quercus pirenaica;Vdc;0,369463043634752575;D-A;4,07305772205354e-01;0,6439283687320718
Sanpablo;3;Quercus pirenaica;Vdc;0,369463043634752575;E-A;4,57765124888708e-01;0,6439283687320718
Sanpablo;3;Quercus pirenaica;Vdc;0,369463043634752575;E-D;9,93804679315042e-01;0,6439283687320718
Sanpablo;3;Quercus pirenaica;WdcT;0,503251377419087764;D-A;5,16577347122148e-01;0,7205656792709874
Sanpablo;3;Quercus pirenaica;WdcT;0,503251377419087764;E-A;6,22567998339553e-01;0,7205656792709874
Sanpablo;3;Quercus pirenaica;WdcT;0,503251377419087764;E-D;9,79670690669446e-01;0,7205656792709874
Sanpablo;3;P. pinaster + Q. pirenaica;Ndc;0,291802665052197263;D-A;4,18629645009612e-01;0,6864332153443782
Sanpablo;3;P. pinaster + Q. pirenaica;Ndc;0,291802665052197263;E-A;3,05030972746887e-01;0,6864332153443782
Sanpablo;3;P. pinaster + Q. pirenaica;Ndc;0,291802665052197263;E-D;9,59980045789870e-01;0,6864332153443782
Sanpablo;3;P. pinaster + Q. pirenaica;ABdc;0,000861203451353139;D-A;7,09377022512625e-03;0,0735302785832946
Sanpablo;3;P. pinaster + Q. pirenaica;ABdc;0,000861203451353139;E-A;7,37423085880318e-04;0,0735302785832946
Sanpablo;3;P. pinaster + Q. pirenaica;ABdc;0,000861203451353139;E-D;8,55808712638287e-02;0,0735302785832946
Sanpablo;3;P. pinaster + Q. pirenaica;Vdc;0,019390930656712022;D-A;7,09631728316323e-02;0,2948697876313459
Sanpablo;3;P. pinaster + Q. pirenaica;Vdc;0,019390930656712022;E-A;1,81382917876520e-02;0,2948697876313459
Sanpablo;3;P. pinaster + Q. pirenaica;Vdc;0,019390930656712022;E-D;5,26259207617258e-01;0,2948697876313459
Sanpablo;3;P. pinaster + Q. pirenaica;WdcT;0,107728208294364511;D-A;2,21361832501553e-01;0,7082460977672769
Sanpablo;3;P. pinaster + Q. pirenaica;WdcT;0,107728208294364511;E-A;1,08227984467101e-01;0,7082460977672769
Sanpablo;3;P. pinaster + Q. pirenaica;WdcT;0,107728208294364511;E-D;8,43683917946916e-01;0,7082460977672769
